PGM_SYS_ID,ENF_TYPE_DESC,PENALTY_AMOUNT,SETTLEMENT_ENTERED_DATE
WV00003900023,Administrative Order,5000,12/02/2005
WV00010100006,Administrative Order,5000,03/29/2004
WY0000005602100002,Administrative Order,20000,05/18/2001
WY0000005602100003,Civil Judicial Action,6250,02/16/2001
WY0000005603700049,Civil Judicial Action,5000,01/23/2013
WY0000005603700052,Administrative Order,100000,09/05/2001
VA0000005105901043,Administrative Order,4978,03/27/2009
VA0000005106100029,Administrative Order,3412,01/08/2007
VA0000005115300011,Administrative Order,8000,02/20/2007
VA0000005159000018,Administrative Order,14409,07/10/2008
VA0000005159000032,Administrative Order,5949,01/26/2011
WANCA0005307300052,Administrative Order,1500,01/24/2012
WANCA0005307300061,Administrative Order,100,05/18/2006
WANCA0005307300080,Administrative Order,31518,09/08/2006
WAPSC0005303300157,Administrative Order,1000,07/02/2010
WAPSC0005303300157,Administrative Order,4000,07/02/2010
WI0000005506900006,Civil Judicial Action,60000,06/13/2014
WI0000005512700006,Administrative Order,15000,11/03/2003
WV00010700004,Administrative Order,15000,11/29/2010
VA0000005164000003,Administrative Order,3500,04/19/2004
WANCA0005307310007,Administrative Order,24000,05/16/2006
WANCA0005307310007,Administrative Order,2000,04/06/2009
WANCA0005307310007,Administrative Order,4000,01/11/2013
WAPSC0005303300017,Administrative Order,128000,05/24/2006
WAPSC0005303300017,Administrative Order,4000,05/24/2006
WAPSC0005303300319,Administrative Order,3000,08/30/2012
WAPSC0005303300319,Administrative Order,1000,05/09/2013
WAPSC0005303300374,Administrative Order,1000,04/09/2010
WAPSC0005303300374,Administrative Order,1000,04/09/2010
WAPSC0005305300022,Administrative Order,5000,07/07/2010
WAPSC0005305300022,Administrative Order,1750,07/07/2010
WAPSC0005305300022,Administrative Order,1000,11/19/2010
WAPSC0005305300022,Administrative Order,5000,11/19/2010
WAPSC0005305300022,Administrative Order,2000,08/18/2011
WASWC0005304100022,Administrative Order,6750,09/09/2008
WI0000005513500012,Civil Judicial Action,75000,03/04/2002
WY0000005677700035,Administrative Order,2500,07/19/2010
WY0000005677700978,Civil Judicial Action,5000,01/04/1996
PAPAM0004210101819,Administrative Order,900,09/05/2014
PAPAM0004210106512,Administrative Order,750,12/29/2014
PAPAM0004210101748,Administrative Order,900,09/05/2014
PAACH0004200300032,Administrative Order,17650,11/18/2014
IN0000001817300007,Administrative Order,8750,12/12/2014
WANCA0005305700003,Administrative Order,21000,11/05/2014
AR0000000502500215,Administrative Order,600,03/30/2015
AR0000000502500257,Administrative Order,4800,08/17/2015
PAPAM0004210110169,Administrative Order,1500,01/20/2015
TN0000004708900082,Administrative Order,500,11/12/2014
NJ0000003404185034,Administrative Order,23929,06/12/2015
ORLRA0004103900529,Administrative Order,5200,11/11/2014
TN0000004707300043,Administrative Order,500,07/21/2015
OK0000004004900003,Administrative Order,1750,06/23/2016
CASJV00006029S1547,Administrative Order,14000,11/29/2016
TN0000004717100042,Administrative Order,15500,10/20/2014
WAPSC0005303318429,Administrative Order,84420,02/06/2015
WAPSC0005305300022,Administrative Order,1000,11/21/2014
WV00003900031,Administrative Order,76000,12/10/2014
OK0000004001900001,Administrative Order,7500,09/06/2013
AR0000000511904196,Administrative Order,36022,10/27/2014
0500000039049R0009,CAA 113D1 Action For Penalty,25000,03/13/2015
OK0000004001700239,Administrative Order,4433,07/02/2015
KS0000002000500002,Administrative Order,6000,01/29/2015
AL0000000111300003,Civil Judicial Action,249500,05/07/2015
WV00004700073,Administrative Order,8000,06/16/2014
PR0000007211100004,Administrative Order,12815,05/27/2015
TNNDC00047037COE12,CAA 113D1 Action For Penalty,2500,07/06/2015
NJ0000003401556153,Administrative Order,150,05/13/2015
TN0000004712500279,Administrative Order,250,02/05/2014
KYJFC0002111100532,Administrative Order,43875,11/19/2014
NM0000003502500332,Administrative Order,12294,09/25/2015
WAPSC0005303300004,Administrative Order,1000,02/06/2015
CO0000000806900030,Administrative Order,2275,03/03/2015
OK0000004002700041,Administrative Order,4900,01/27/2015
NJ0000003400545508,Administrative Order,1000,03/02/2015
CO0000000811300057,Administrative Order,2762.5,01/12/2015
CO0000000808700092,Administrative Order,22400,12/09/2014
FL0000001202500407,Administrative Order,28000,02/12/2015
MA0000002512001137,Administrative Order,1745,03/16/2015
AR0000000503500738,Administrative Order,500,NA
OK0000004003900028,Administrative Order,46492,12/22/2014
GA0000001329900015,Administrative Order,6500,01/14/2015
NJ0000003403130509,Administrative Order,100,01/23/2015
OK0000004002900027,Administrative Order,3500,05/12/2015
OH0000001318558705,Civil Judicial Action,31331,11/05/2014
0500000017031U0164,Civil Judicial Action,31331,11/05/2014
IL00000017097U0026,Civil Judicial Action,31331,11/05/2014
0500000017197U0021,Civil Judicial Action,31331,11/05/2014
MI0000002612505931,Civil Judicial Action,31331,11/05/2014
0500000027053R0014,Civil Judicial Action,31331,11/05/2014
0500000027123R0010,Civil Judicial Action,31331,11/05/2014
IN0000001807700001,Administrative Order,500,12/24/2014
ID0000001602100001,Administrative Order,3200,02/12/2015
WAPSC0005306100033,Administrative Order,1000,01/20/2015
PAACH0004200300022,Administrative Order,12300,05/29/2015
NJ0000003403535875,Administrative Order,800,03/19/2015
RI0000004400700065,Administrative Order,1000,01/22/2015
PAACH0004200300022,Administrative Order,13775,10/30/2014
WAPSC0005303316041,Administrative Order,250,06/05/2015
WAPSC0005306100033,Administrative Order,6000,01/20/2015
WV00001700128,Administrative Order,30000,09/30/2014
CO00000008123099DF,Administrative Order,13500,01/15/2015
ID0000001677700514,Administrative Order,4643,04/07/2015
OH0000000125042480,Administrative Order,8000,05/19/2014
AR0000000511900423,Administrative Order,4050,12/02/2014
WANCA0005305700003,Administrative Order,4000,11/05/2014
AR0000000510700161,Administrative Order,1200,NA
RI0000004400709040,Administrative Order,4500,01/20/2015
MD0000002451002975,Administrative Order,50000,03/30/2015
PAPAM0004210101803,Administrative Order,900,09/05/2014
IN0000001809700311,Administrative Order,17000,05/13/2015
AR0000000511500272,Administrative Order,10450,01/07/2015
IN0000001808900203,Administrative Order,52500,12/09/2014
NJ0000003402725219,Administrative Order,1500,01/05/2015
NJ0000003402900094,Administrative Order,1000,01/08/2015
IN0000001814500035,Administrative Order,500,03/24/2015
LA0000002208900158,CAA 113D1 Action For Penalty,30000,02/26/2015
MA0000002504201195,Administrative Order,860,11/19/2014
CASJV00006039C0801,Administrative Order,600,12/05/2016
GA0000001315300003,Administrative Order,17000,08/15/2006
PAPAM0004210110164,Administrative Order,975,12/30/2014
PAPAM0004210109756,Administrative Order,1950,11/25/2014
PAPAM0004210103414,Administrative Order,500,10/10/2014
CAVCA0000611100036,Administrative Order,3000,03/18/2015
TN0000004716300003,Administrative Order,2250,07/10/2013
PAPAM0004210101819,Administrative Order,900,09/05/2014
PAPAM0004210102270,Administrative Order,2500,10/13/2014
CO0000000812309B99,CAA 113D1 Action For Penalty,1303,04/23/2015
CO0000000812309BAF,CAA 113D1 Action For Penalty,1303,04/23/2015
CO0000000812309BDC,CAA 113D1 Action For Penalty,1303,04/23/2015
CO0000000812309BE3,CAA 113D1 Action For Penalty,1303,04/23/2015
PAACH0004200300134,Administrative Order,1450,03/03/2015
OK0000004004500263,Administrative Order,10000,11/03/2014
IA0000001908900015,CAA 113D1 Action For Penalty,6000,12/30/2014
HI0000001577700090,Administrative Order,2600,06/10/2015
IL000201045AAJ,CAA 113D1 Action For Penalty,30000,12/30/2014
0500017177R5001,CAA 113D1 Action For Penalty,30000,12/30/2014
AR0000000511900004,Administrative Order,700,06/02/2015
PAPAM0004210108008,Administrative Order,3900,12/08/2014
AL0000000105100008,Administrative Order,15000,03/05/2015
WAPSC0005303311683,Administrative Order,1000,07/01/2015
OK0000004005100031,Administrative Order,1750,07/27/2015
WV00001700072,Administrative Order,80000,09/22/2014
WAPSC0005306100033,Administrative Order,1000,07/01/2015
OK0000004001700411,Administrative Order,3500,08/05/2015
IN0000001809700127,Administrative Order,500,08/13/2015
DC0000001100100054,Administrative Order,14000,07/30/2015
IN0000001800500043,Administrative Order,8750,07/24/2015
IN0000001818100057,Administrative Order,7500,06/10/2015
CASJV00006039C4261,Administrative Order,5880,05/28/2015
CASJV00006029S2918,Administrative Order,1500,07/12/2010
CASJV00006029S1372,Administrative Order,1000,12/02/2010
CASJV00006029S0033,Administrative Order,3375,06/13/2011
CASJV00006029S0724,Administrative Order,1200,11/02/2011
CASJV00006029S1547,Administrative Order,9200,12/28/2011
CASJV00006029S1548,Administrative Order,6750,03/07/2012
CASJV00006029S0037,Administrative Order,3840,10/23/2012
CASJV00006029S2010,Administrative Order,3000,02/11/2013
CASJV00006029S2234,Administrative Order,8000,03/11/2014
CASJV00006107S0548,Administrative Order,1350,05/15/2014
CASJV00006019C0948,Administrative Order,14820,01/26/2012
CASJV00006077N0164,Administrative Order,46153.4,11/27/2006
CASJV00006077N0645,Administrative Order,3300,07/18/2014
CASJV00006029S1547,Administrative Order,7650,02/19/2010
CASJV00006029S0048,Administrative Order,2970,05/17/2010
CASJV00006077N4939,Administrative Order,1500,08/19/2014
CASJV00006077N2321,Administrative Order,4990,03/18/2015
CASJV00006029S2010,Administrative Order,18000,12/24/2009
CASJV00006039C0801,Administrative Order,9400,04/15/2015
CASJV00006029S0033,Administrative Order,4500,05/08/2012
CASJV00006029S0037,Administrative Order,1000,02/11/2013
CASJV00006029S0382,Administrative Order,40988.03,09/30/2014
CASJV00006029S1543,Administrative Order,500,09/15/2014
CASJV00006029S0033,Administrative Order,4000,05/28/2015
CASJV00006029S1547,Administrative Order,3000,01/24/2012
CASJV00006029S0037,Administrative Order,3840,12/23/2011
CASJV00006029S1135,Administrative Order,3000,12/28/2011
CASJV00006029S0088,Administrative Order,4500,04/24/2012
CASJV00006029S1543,Administrative Order,2000,05/16/2012
CASJV00006029S1141,Administrative Order,9000,04/15/2013
CASJV00006029S0075,Administrative Order,600,08/29/2014
CASJV00006019C7220,Administrative Order,600,06/05/2015
CASJV00006029S1326,Administrative Order,2531,08/05/2015
IN0000001815700001,Administrative Order,6250,08/19/2015
CASJV00006029S1547,Administrative Order,1500,10/28/2014
CASJV00006029S2234,Administrative Order,4500,01/02/2015
IN0000001806300071,Administrative Order,500,08/24/2015
CASJV00006019C0311,Administrative Order,3800,08/05/2014
CASJV00006019C0598,Administrative Order,14860,03/04/2015
CASJV00006029S1141,Administrative Order,9000,03/29/2010
CASJV00006029S1548,Administrative Order,1000,06/03/2010
CASJV00006029S1703,Administrative Order,1980,04/24/2012
CASJV00006029S1703,Administrative Order,1845,05/24/2012
CASJV00006029S0033,Administrative Order,5950,06/05/2012
CASJV00006029S0724,Administrative Order,1200,10/06/2014
CASJV00006029S1128,Administrative Order,4600,07/24/2012
CASJV00006029S0033,Administrative Order,3880,10/25/2012
CASJV00006029S2010,Administrative Order,6400,07/10/2013
CASJV00006029S1075,Administrative Order,4480,12/11/2013
CASJV00006029S1543,Administrative Order,3000,06/20/2014
CASJV00006029S1547,Administrative Order,4300,12/28/2011
CASJV00006029S0382,Administrative Order,8400,03/13/2012
CASJV00006029S1543,Administrative Order,1000,10/01/2012
LA0000002201100002,CAA 113D1 Action For Penalty,37500,08/24/2015
CASJV00006029S1547,Administrative Order,2000,04/20/2010
CASJV00006029S2234,Administrative Order,6028,08/02/2010
CASJV00006029S1547,Administrative Order,7700,09/17/2012
CASJV00006029S3303,Administrative Order,4000,04/15/2013
CASJV00006029S1543,Administrative Order,3000,06/20/2014
CASJV00006047N1276,Administrative Order,990,03/02/2015
CASJV00006029S0048,Administrative Order,1485,05/17/2010
CASJV00006029S2234,Administrative Order,6000,07/24/2012
CASJV00006029S1128,Administrative Order,5744,07/30/2012
CASJV00006029S0091,Administrative Order,3000,10/15/2012
CASJV00006029S0033,Administrative Order,13500,10/25/2012
CASJV00006029S0377,Administrative Order,2820,01/17/2013
CASJV00006029S2010,Administrative Order,6300,02/12/2014
CASJV00006029S1547,Administrative Order,9000,09/12/2014
CASJV00006107S0548,Administrative Order,1400,10/09/2014
CASJV00006019C1156,Administrative Order,600,08/19/2013
CASJV00006077N0477,Administrative Order,2200,07/13/2011
CASJV00006029S2918,Administrative Order,3000,07/13/2010
CASJV00006029S2234,Administrative Order,14933.25,11/07/2011
CASJV00006029S1547,Administrative Order,6750,03/13/2013
CASJV00006031C0954,Administrative Order,300,07/28/2015
CASJV00006029S0382,Administrative Order,4500,07/14/2015
CASJV00006029S6826,Administrative Order,10000,08/10/2015
CASJV00006039C0803,Administrative Order,2220,07/23/2010
CASJV00006029S0037,Administrative Order,6265,05/05/2011
CASJV00006029S1128,Administrative Order,5000,08/30/2011
CASJV00006029S0033,Administrative Order,2000,12/15/2011
CASJV00006029S1131,Administrative Order,1406.25,02/03/2012
CASJV00006029S0033,Administrative Order,6750,04/30/2012
CASJV00006029S0055,Administrative Order,2250,06/14/2012
CASJV00006029S1548,Administrative Order,1000,07/20/2012
CASJV00006029S0382,Administrative Order,2250,02/02/2015
CASJV00006019C0535,Administrative Order,4900,04/01/2015
CASJV00006029S1810,Administrative Order,790,10/11/2010
CASJV00006029S0037,Administrative Order,300,01/06/2011
CASJV00006029S1547,Administrative Order,5700,09/29/2011
CASJV00006029S0037,Administrative Order,3986,12/23/2011
CASJV00006029S3585,Administrative Order,1200,03/31/2014
CASJV00006029S2980,Administrative Order,2800,12/01/2014
CASJV00006077N1013,Administrative Order,100,01/21/2011
CASJV00006077N0811,Administrative Order,2350,08/06/2012
CASJV00006029S1547,Administrative Order,3110,03/29/2010
CASJV00006029S1141,Administrative Order,24000,03/29/2010
CASJV00006029S1737,Administrative Order,3000,01/24/2011
CASJV00006029S0037,Administrative Order,1920,05/03/2011
CASJV00006029S1128,Administrative Order,7237,10/29/2012
CASJV00006029S2592,Administrative Order,1742,11/27/2013
CASJV00006029S1547,Administrative Order,7500,01/03/2014
CASJV00006029S0382,Administrative Order,17430,04/21/2014
CASJV00006019C0535,Administrative Order,915,01/02/2015
CASJV00006029S1216,Administrative Order,3000,03/25/2010
CASJV00006029S0088,Administrative Order,4500,08/05/2010
CASJV00006029S1547,Administrative Order,1500,01/10/2011
CASJV00006029S1128,Administrative Order,9000,08/30/2011
CASJV00006029S1624,Administrative Order,1850,02/09/2012
CASJV00006029S1135,Administrative Order,3000,05/16/2012
CASJV00006029S3523,Administrative Order,2250,02/26/2013
CASJV00006029S1547,Administrative Order,6750,03/13/2013
CASJV00006029S0037,Administrative Order,4075,04/09/2014
CASJV00006029S7858,Administrative Order,2070,08/25/2015
NY0000007034600045,Civil Judicial Action,700000,03/29/2005
CASJV00006029S0037,Administrative Order,19700,10/25/2017
CASJV00006029S1128,Administrative Order,3000,10/26/2017
CABAA00006013A0011,Administrative Order,1000,09/07/2016
AR0000000513901302,Administrative Order,1600,06/05/2018
PAPAM0004210102059,Administrative Order,220,11/02/2018
CASJV00006019C0072,Administrative Order,1600,10/10/2018
